Title,Genre,Description
The General's Daughter,"Crime, Drama, Mystery","When the daughter of a well-known and well-respected base commander is murdered, an undercover detective is summoned to look into the matter and finds a slew of cover-ups at West Point."
Show Me Love,"Comedy, Drama, Romance","Two teenage girls in small-town Sweden. Elin is beautiful, popular, and bored with life. Agnes is friendless, sad, and secretly in love with Elin."
John Carpenter's Vampires,"Action, Horror, Thriller","Recovering from an ambush that killed his entire team, a vengeful vampire slayer must retrieve an ancient Catholic relic that, should it be acquired by vampires, will allow them to walk in sunlight."
The Pledge,"Crime, Drama, Mystery",A retiring police detective pledges to catch the killer of a young child.
How High,"Comedy, Fantasy","Two guys by the name of Silas and Jamal decided to one day smoke something magical, which eventually helps them to ace their college entrance exam."
Fright Night,"Fantasy, Horror","A teenager discovers that the newcomer in his neighborhood is a vampire, so he turns to an actor in a television horror show for help dealing with the undead."
Young Guns,"Action, Western","A group of young gunmen, led by Billy the Kid, become deputies to avenge the murder of the rancher who became their benefactor. But when Billy takes their authority too far, they become the hunted."
15 Minutes,"Action, Crime, Drama",A homicide detective and a fire marshal must stop a pair of murderers who commit videotaped crimes to become media darlings.
Frankenstein,"Drama, Horror, Romance","When the brilliant but unorthodox scientist Dr. Victor Frankenstein rejects the artificial man that he has created, the Creature escapes and later swears revenge."
Gnomeo & Juliet,"Animation, Adventure, Comedy","Separated by a garden fence and a feud, are blue gnomes on one side and red gnomes on the other. This doesn't stop blue Gnomeo and red Juliet from falling in love with each other. Do they have a future together?"
Rudy,"Biography, Drama, Sport",Rudy has always been told that he was too small to play college football. But he is determined to overcome the odds and fulfill his dream of playing for Notre Dame.
The Triplets of Belleville,"Animation, Comedy, Drama","When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him."
Blue Ruin,"Crime, Drama, Thriller","A mysterious outsider's quiet life is turned upside down when he returns to his childhood home to carry out an act of vengeance. Proving himself an amateur assassin, he winds up in a brutal fight to protect his estranged family."
Bulletproof Monk,"Action, Comedy, Fantasy","Based on the very underground comic book of the same name, a Tibetan monk becomes a mentor to a young street punk and tries teaching him how to protect the scroll of ultimate power from a secret Nazi organization bent on world domination."
Copycat,"Drama, Mystery, Thriller",An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.
Jab Tak Hai Jaan,"Drama, Romance",A woman is made to realize that her prayers and sacrifice to save her boyfriend's life may have led him to a fate worse than death.
Crash,Drama,"After getting into a serious car accident, a TV director discovers an underground sub-culture of scarred, omnisexual car-crash victims who use car accidents and the raw sexual energy they produce to try to rejuvenate his sex life with his wife."
Open Water,"Adventure, Drama, Horror",Based on the true story of two scuba divers accidentally stranded in shark infested waters after their tour boat has left.
U Turn,"Crime, Drama, Thriller",A man heading to Vegas to pay off his gambling debt before the Russian mafia kills him is forced to stop in an Arizona town where everything that can go wrong does go wrong.
Star Wars: The Clone Wars,"Animation, Action, Adventure","After the Republic's victory on Christophsis, Anakin and his new apprentice, Ahsoka Tano, must rescue the kidnapped son of Jabba the Hutt. Political intrigue complicates their mission."
The Unborn,"Horror, Mystery, Thriller",A young woman fights the spirit that is slowly taking possession of her.
The Sentinel,"Action, Crime, Thriller",A Secret Service agent is framed as the mole in an assassination attempt on the President. He must clear his name and foil another assassination attempt while on the run from a Secret Service Protective Intelligence Division agent.
Ikiru,Drama,A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer.
The Man Who Knew Too Much,"Drama, Thriller","An American doctor and his wife, a former singing star, witness a murder while vacationing in Morocco, and are drawn into a twisting plot of international intrigue when their young son is kidnapped."
The Killing Fields,"Biography, Drama, History",A journalist is trapped in Cambodia during tyrant
Inland Empire,"Drama, Fantasy, Mystery","As an actress begins to adopt the persona of her character in a film, her world becomes nightmarish and surreal."
American Splendor,"Biography, Comedy, Drama",An original mix of fiction and reality illuminates the life of comic book hero everyman
Coneheads,"Comedy, Sci-Fi",Aliens with conical crania crash-land on Earth.
Les Diaboliques,"Crime, Drama, Horror",The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.
Kalifornia,"Crime, Drama, Thriller","A journalist duo go on a tour of serial killer murder sites with two companions, unaware that one of them is a serial killer himself."
The East,"Crime, Drama, Thriller",An operative for an elite private intelligence firm finds her priorities changing dramatically after she is tasked with infiltrating an anarchist group known for executing covert attacks upon major corporations.
The Player,"Comedy, Crime, Drama","A Hollywood studio executive is being sent death threats by a writer whose script he rejected, but which one?"
White Noise,"Drama, Horror, Mystery",An architect's desire to speak with his wife from beyond the grave becomes an obsession with supernatural repercussions.
A River Runs Through It,Drama,"Two sons of a stern minister - one reserved, one rebellious - grow up in rural 1920s Montana while devoted to fly fishing."
Red Dawn,"Action, Drama, Thriller","It is the dawn of World War III. In the west mountains of America, a group of teenagers band together to defend their town, and their country, from invading Soviet forces."
Duplicity,"Comedy, Crime, Romance","Two ex-government agents turned rival industrial spies have to be at the top of their game when one of their companies prepares to launch a major product. However, they distract each other in more ways than one."
Innerspace,"Action, Adventure, Comedy","A test pilot is miniaturized in a secret experiment, and accidentally injected into a hapless store clerk."
The Brothers Bloom,"Action, Adventure, Comedy","The Brothers Bloom are the best con men in the world, swindling millionaires with complex scenarios of lust and intrigue. Now they've decided to take on one last job - showing a beautiful and eccentric heiress the time of her life with a romantic adventure that takes them around the world."
Veronica Mars,"Crime, Drama, Mystery","Years after walking away from her past as a young private eye, Veronica Mars gets pulled back to her hometown, just in time for her high school reunion, in order to help her old flame Logan Echolls, who's embroiled in a murder mystery."
Rent,"Drama, Musical, Romance","This is the film version of the Pulitzer and Tony Award winning musical about Bohemians in the East Village of New York City struggling with life, love and AIDS, and the impacts they have on America."
I Spy,"Action, Adventure, Comedy",A professional athlete has to help a U.S. government agent recover a missing jet.
Poltergeist,"Horror, Thriller",A family whose suburban home is haunted by evil forces must come together to rescue their youngest daughter after the apparitions take her captive.
Perfect Sense,"Drama, Romance, Sci-Fi",A chef and a scientist fall in love as an epidemic begins to rob people of their sensory perceptions.
The Dark Crystal,"Adventure, Family, Fantasy","On another planet in the distant past, a Gelfling embarks on a quest to find the missing shard of a magical crystal, and to restore order to his world."
Gigli,"Comedy, Crime, Romance",Larry Gigli is assigned by a crime boss to kidnap the brother of a prominent district attorney. A beautiful woman known only as Ricki is sent to stay with him to make sure he doesn't mess up the job.
Joe Dirt,"Adventure, Comedy, Drama","After being abandoned by his parents at the Grand Canyon, Joe Dirt tells the story of his journey to find his parents."
Bajrangi Bhaijaan,"Action, Adventure, Comedy",An Indian man with a magnanimous heart takes a young mute Pakistani girl back to her homeland to reunite her with her family.
The Experiment,"Drama, Thriller",26 men are chosen to participate in the roles of guards and prisoners in a psychological study that ultimately spirals out of control.
The Three Musketeers,"Action, Adventure, Comedy","France, 1625: Young d'Artagnan heads to Paris to join the Musketeers but the evil cardinal has disbanded them - save 3. He meets the 3, Athos, Porthos and Aramis, and joins them on their quest to save the king and country."
Arbitrage,"Drama, Thriller",A troubled hedge fund magnate desperate to complete the sale of his trading empire makes an error that forces him to turn to an unlikely person for help.
Orange County,"Comedy, Drama",A guidance counselor mistakenly sends out the wrong transcripts to Stanford University under the name of an over-achieving high schooler.
Automata,"Action, Drama, Sci-Fi",Human race is at edge of the end. Robot race is at edge of the beginning.
The Last Exorcism,"Horror, Mystery, Thriller",A troubled evangelical minister agrees to let his last exorcism be filmed by a documentary crew.
The Adventures of Baron Munchausen,"Adventure, Comedy, Fantasy",An account of Baron Munchausen's supposed travels and fantastical experiences across late 18th-century Europe with his band of misfits.
2046,"Drama, Romance, Sci-Fi","Several women enter a science fiction author's life over the course of a few years, after the author has lost the woman he considers his one true love."
Beasts of No Nation,"Drama, War","A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country."
Calvary,"Crime, Drama, Mystery","After he is threatened during a confession, a good-natured priest must battle the dark forces closing in around him."
Allegiant,"Action, Adventure, Mystery","After the earth-shattering revelations of Insurgent, Tris must escape with Four beyond the wall that encircles Chicago, to finally discover the shocking truth of the world around them."
Mousehunt,Comedy,Two stumblebum inheritors are determined to rid their antique house of a mouse who is equally determined to stay where he is.
Mr. Holmes,"Drama, Mystery","An aged, retired Sherlock Holmes deals with dementia, as he tries to remember his final case, and a mysterious woman, whose memory haunts him. He also befriends a fan, the young son of his housekeeper, who wants him to work again."
Pee-wee's Big Adventure,"Adventure, Comedy, Family","When eccentric man-child Pee-wee Herman gets his beloved bike stolen in broad daylight, he sets out across the U.S. on the adventure of his life."
2010: The Year We Make Contact,"Adventure, Mystery, Sci-Fi","A joint USA-Soviet expedition is sent to Jupiter to learn exactly what happened to the ""Discovery"" and its H.A.L. 9000 computer."
A Wednesday,"Action, Crime, Drama",A retiring police officer reminisces about the most astounding day of his career. About a case that was never filed but continues to haunt him in his memories - the case of a man and a Wednesday.
The Crying Game,"Crime, Drama, Romance","A British soldier kidnapped by IRA terrorists soon befriends one of his captors, who then becomes drawn into the soldier's world."
Don Juan DeMarco,"Comedy, Drama, Romance","A psychiatrist must cure a young patient who presents himself as Don Juan, the world's greatest lover."
Boiler Room,"Crime, Drama, Thriller","A college dropout, attempting to live up to his father's high standards, gets a job as a broker for a suburban investment firm which puts him on the fast track to success. But the job might not be as legitimate as it first appeared to be."
You Again,"Comedy, Romance","When a young woman realizes her brother is about to marry the girl who bullied her in high school, she sets out to expose the fiancée's true colors."
Vampire Academy,"Action, Comedy, Drama","Rose Hathaway is a Dhampir, half human-half vampire, a guardian of the Moroi, peaceful, mortal vampires living discreetly within our world. Her calling is to protect the Moroi from bloodthirsty, immortal Vampires, the Strigoi."
Rachel Getting Married,"Drama, Romance","A young woman who has been in and out of rehab for the past ten years, returns home for the weekend for her sister's wedding."
Planet 51 (Planet One),"Animation, Adventure, Comedy","An alien civilization is invaded by Astronaut Chuck Baker, who believes that the planet was uninhabited. Wanted by the military, Baker must get back to his ship before it goes into orbit without him."
Deuce Bigalow: European Gigolo,Comedy,"Deuce is tricked again into man-whoring by T.J., only in Amsterdam while other man-whores are being murdered in his midst."
A New York Winter's Tale,"Drama, Fantasy, Mystery","A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her."
All Good Things,"Crime, Drama, Mystery","David Marks, a real estate scion, is suspected of killing his wife Katie, who disappeared in 1982."
Lions for Lambs,"Crime, Drama, Mystery","Injuries sustained by two Army rangers behind enemy lines in Afghanistan set off a sequence of events involving a congressman, a journalist and a professor."
Working Girl,"Comedy, Drama, Romance","When a secretary's idea is stolen by her boss, she seizes an opportunity to steal it back by pretending she has her boss' job."
His Girl Friday,"Comedy, Drama, Romance",A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.
Bound,"Crime, Thriller",Tough ex-con Corky and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caesar.
Blow-Up,"Drama, Mystery, Thriller",A fashion photographer unknowingly captures a death on film after following two lovers in a park.
Rumor Has It...,"Comedy, Drama, Romance","Sarah Huttinger is a woman who learns that her family was the inspiration for the book and film ""The Graduate"" -- and that she just might be the offspring of the well-documented event."
Untraceable,"Crime, Mystery, Thriller","FBI agent Jennifer Marsh is tasked with hunting down a seemingly untraceable serial killer who posts live videos of his victims on the Internet. As time runs out, the cat and mouse chase becomes more personal."
W.,"Biography, Comedy, Drama",A chronicle of the life and Presidency of
The Legend of 1900,"Drama, Music, Romance","A baby boy, discovered in 1900 on an ocean liner, grows into a musical prodigy, never setting foot on land."
Head-On,"Drama, Romance","With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love."
Dave,"Comedy, Romance",An uncanny Presidential lookalike named Dave is recruited by the Secret Service to become a momentary stand-in for the President of the United States.
Executive Decision,"Action, Adventure, Thriller","When terrorists seize control of an airliner, an intelligence analyst accompanies a commando unit for a midair boarding operation."
Bhaag Milkha Bhaag,"Biography, Drama, Sport",The truth behind the ascension of
Diary of the Dead,"Fantasy, Horror, Sci-Fi",A group of young film students run into real-life zombies while filming a horror movie of their own.
Don't Be Afraid of the Dark,"Fantasy, Horror, Thriller",A young girl sent to live with her father and his new girlfriend believes that she has released creatures from a sealed ash pit in the basement of her new home.
Timecrimes,"Horror, Mystery, Sci-Fi",A man accidentally gets into a time machine and travels back in time nearly an hour. Finding himself will be the first of a series of disasters of unforeseeable consequences.
"Black Cat, White Cat","Comedy, Crime, Romance",Matko and his son Zare live on the banks of the Danube river and get by through hustling and basically doing anything to make a living. In order to pay off a business debt Matko agrees to marry off Zare to the sister of a local gangster.
The Boxtrolls,"Animation, Adventure, Comedy",A young orphaned boy raised by underground cave-dwelling trash collectors tries to save his friends from an evil exterminator.
Youth,"Comedy, Drama, Music",A retired orchestra conductor is on vacation with his daughter and his film director best friend in the Alps when he receives an invitation from Queen Elizabeth II to perform for Prince Philip's birthday.
Son of the Mask,"Comedy, Family, Fantasy","Tim Avery, an aspiring cartoonist, finds himself in a predicament when his dog stumbles upon the mask of Loki. Then after conceiving an infant son ""born of the mask"", he discovers just how looney child raising can be."
Walk of Shame,Comedy,"A reporter's dream of becoming a news anchor is compromised after a one-night stand leaves her stranded in downtown L.A. without a phone, car, ID or money - and only 8 hours to make it to the most important job interview of her life."
Munna Bhai M.B.B.S.,"Comedy, Drama",A gangster sets out to fulfill his father's dream of becoming a doctor.
The Back-up Plan,"Comedy, Romance","A woman conceives twins through artificial insemination, then meets the man of her dreams on the very same day."
Rabbit Hole,Drama,Life for a happy couple is turned upside down after their young son dies in an accident.
The Benchwarmers,"Comedy, Sport",A trio of guys try and make up for missed opportunities in childhood by forming a three-player baseball team to compete against standard children's Little League squads.
Wet Hot American Summer,"Comedy, Romance","Set on the last day of camp, in the hot summer of 1981, a group of counselors try to complete their unfinished business before the day ends."
The Matador,"Comedy, Crime, Thriller",A globetrotting hitman and a crestfallen businessman meet in a hotel bar in Mexico City in an encounter that draws them together in a way neither expected.
Zatoichi: The Blind Swordsman,"Action, Comedy, Crime","The blind masseur/swordsman comes to a town in control of warring gangs, and while bunking with a farming family, he meets two women with their own agenda."
Taxi 2,"Action, Comedy, Crime","Police inspector Emilien and his taxi-driver pal Daniel are back, this time on the tail of a group of Japanese yakuza."
Queen,"Adventure, Comedy, Drama",A Delhi girl from a traditional family sets out on a solo honeymoon after her marriage gets cancelled.
Lakeview Terrace,"Crime, Drama, Thriller",A troubled and racist African-American L.A.P.D. Officer will stop at nothing to force out a friendly interracial couple who just moved in next door to him.
Where Eagles Dare,"Action, Adventure, War","Allied agents stage a daring raid on a castle where the Nazis are holding American brigadier general George Carnaby prisoner, but that's not all that's really going on."
Chariots of Fire,"Biography, Drama, Sport","Two British track athletes, one a determined Jew and the other a devout Christian, are driven to win in the 1924 Olympics as they wrestle with issues of pride and conscience."
Martha Marcy May Marlene,"Drama, Mystery, Thriller","Haunted by painful memories and increasing paranoia, a damaged woman struggles to re-assimilate with her family after fleeing an abusive cult."
Chungking Express,"Comedy, Crime, Drama","Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal waitress at a late-night restaurant he frequents."
Don't Say a Word,"Drama, Mystery, Thriller","When the daughter of a psychiatrist is kidnapped, he's horrified to discover that the abductors' demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret..."
Chain Reaction,"Action, Drama, Sci-Fi",Two researchers in a green alternative energy project are put on the run when they are framed for murder and treason.
Grave Encounters,"Horror, Mystery","For their ghost hunting reality show, a production crew locks themselves inside an abandoned mental hospital that's supposedly haunted - and it might prove to be all too true."
London Boulevard,"Crime, Drama",An ex-con with a reputation tries to go straight by working as a handy man for a reclusive actress but this is unfortunately not the wish of London's underground crime lord.
The Best Years of Our Lives,"Drama, Romance, War","Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed."
Saved!,"Comedy, Drama","When a girl attending a Christian high school becomes pregnant, all of her former friends turn on her and she is ostracized and demonized."
Everything Must Go,Drama,"When an alcoholic relapses, causing him to lose his wife and his job, he holds a yard sale on his front lawn in an attempt to start over. A new neighbor might be the key to his return to form."
Child 44,"Crime, Drama, History",A disgraced member of the Russian military police investigates a series of child murders during the Stalin-era Soviet Union.
Terms of Endearment,"Comedy, Drama","Follows hard-to-please Aurora looking for love, and her daughter's family problems."
A Bridge Too Far,"Drama, History, War","Operation Market Garden, September 1944: The Allies attempt to capture several strategically important bridges in the Netherlands in the hope of breaking the German lines."
Me Before You,"Drama, Romance",A girl in a small town forms an unlikely bond with a recently-paralyzed man she's taking care of.
Night on Earth,"Comedy, Drama",An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.
Spy Kids 3: Game Over,"Action, Adventure, Comedy","Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world."
Battleship Potemkin,"Drama, History, Thriller","In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre."
Courage Under Fire,"Action, Drama, Mystery","A U.S. Army officer, despondent about a deadly mistake he made, investigates a female chopper commander's worthiness for the Medal of Honor."
The 39 Steps,"Crime, Mystery, Thriller","A man in London tries to help a counter-espionage agent, but when the agent is killed and the man stands accused, he must go on the run to save himself and stop a spy ring that is trying to steal top-secret information."
Dead Man's Shoes,"Crime, Drama, Thriller",A disaffected soldier returns to his hometown to get even with the thugs who brutalized his mentally-challenged brother years ago.
Re-Animator,"Comedy, Horror, Sci-Fi","After an odd new medical student arrives on campus, a dedicated local and his girlfriend become involved in bizarre experiments centering around the re-animation of dead tissue."
Revenge of the Nerds,Comedy,"At Adams College, a group of bullied outcasts and misfits resolve to fight back for their peace and self-respect."
Freddy Got Fingered,Comedy,"An unemployed cartoonist moves back in with his parents and younger brother Freddy. When his parents demand he leave, he begins to spread rumors that his father is sexually abusing Freddy."
Logan's Run,"Action, Adventure, Sci-Fi",A police officer in the future uncovers the deadly secret behind a society that worships youth.
The Golden Child,"Action, Adventure, Comedy",A private detective specializing in missing children is charged with the task of finding a special child whom dark forces want to eliminate.
The Return of the Living Dead,"Comedy, Horror, Sci-Fi","When two bumbling employees at a medical supply warehouse accidentally release a deadly gas into the air, the vapors cause the dead to rise again as zombies."
Bride of Chucky,"Comedy, Horror, Thriller","Chucky, the doll possessed by a serial killer, discovers the perfect mate to kill and revive into the body of another doll."
The Beaver,Drama,A troubled husband and executive adopts a beaver hand-puppet as his sole means of communication.
The Last Temptation of Christ,Drama,The life of
Bad Company,"Action, Comedy, Thriller","When an Ivy League-educated C.I.A. Agent is killed during an operation, the secret agency recruits his twin brother (Chris Rock)."
Friday the 13th: Part 2,"Horror, Mystery, Thriller","Five years after the events of the first film, a summer camp next to the infamous Camp Crystal Lake is preparing to open, but the legend of Jason is weighing heavy on the proceedings."
"New York, I Love You","Comedy, Drama, Romance","Eleven love stories set in one of the most loved and hated cities of the world, New York City."
Pan,"Action, Adventure, Comedy","Twelve-year-old orphan Peter is spirited away to the magical world of Neverland, where he finds both fun and danger, and ultimately discovers his destiny: to become the hero who will be forever known as Peter Pan."
The Jewel of the Nile,"Action, Adventure, Comedy","When Joan Wilder is abducted while on a trip along the Nile, her boyfriend, Jack Colton, and pal Ralph rush to rescue her and retrieve a fabled jewel."
After Hours,"Comedy, Crime, Drama",An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho whom he met that evening at a coffee shop.
Aloha,"Comedy, Drama, Romance",A celebrated military contractor returns to the site of his greatest career triumphs and reconnects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him.
The Producers,"Comedy, Music",A stage-play producer devises a plan to make money by producing a sure-fire flop.
The Covenant,"Action, Adventure, Fantasy","Four young men who belong to a New England supernatural legacy are forced to battle a fifth power long thought to have died out. Meanwhile, jealousy and suspicion threaten to tear them apart."
Absolute Power,"Action, Crime, Drama",Career thief Luther Whitney (
Menace II Society,"Crime, Drama, Thriller",A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.
Little Man,"Comedy, Crime",A wannabe-dad mistakes a vertically-challenged criminal on the lam for his newly-adopted son.
A Serbian Film,"Horror, Mystery, Thriller","An aging porn star agrees to participate in an ""art film"" in order to make a clean break from the business, only to discover that he has been drafted into making a pedophilia and necrophilia themed snuff film."
Pale Rider,"Drama, Western",A mysterious preacher (
Nutty Professor II: The Klumps,"Comedy, Romance, Sci-Fi","Scientist Sherman Klump's inventions, his upcoming marriage to his pretty colleague Denise Gaines and his reputation are threatened by his evil clone Buddy Love."
The Hole,"Drama, Mystery, Thriller",Four teenagers at a British private school secretly uncover and explore the depths of a sealed underground hole created decades ago as a possible bomb shelter.
Very Bad Things,"Comedy, Crime, Thriller",A prostitute is killed during a bachelor party and the attendees turn on each other as the wedding approaches.
Black Rain,"Action, Crime, Thriller",Two NYC cops arrest a Yakuza member and must escort him when he's extradited to Japan.
Draft Day,"Drama, Sport","At the NFL Draft, General Manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams."
Last Night,"Drama, Romance","The story follows a married couple, apart for a night while the husband takes a business trip with a colleague to whom he's attracted. While he's resisting temptation, his wife encounters her past love."
The Runaways,"Biography, Drama, Music",A coming-of-age biographical film about the 1970s teenage all-girl rock band
City Slickers,"Comedy, Western","On the verge of turning 40, an unhappy Manhattan yuppie is roped into joining his two friends on a cattle drive in the southwest."
Bullet to the Head,"Action, Crime, Thriller","After watching their respective partners die, a New Orleans hitman and a Washington, D.C. detective form an alliance in order to bring down their common enemy."
Life as a House,Drama,"When a man is diagnosed with terminal cancer, he takes custody of his misanthropic teenage son, for whom quality time means getting high, engaging in small-time prostitution, and avoiding his father."
Vampires Suck,"Comedy, Horror","A spoof of vampire-themed movies. Teenager, Becca finds herself torn between 2 boys. As she and her friends wrestle with a number of different dramas, everything comes to a head at their prom."
The Rebound,"Comedy, Romance","In New York City, a single mom captivates her new neighbor, a much younger man."
Grimsby,"Action, Adventure, Comedy",A new assignment forces a top spy to team up with his football hooligan brother.
National Security,"Action, Comedy, Crime",Two mismatched security guards are thrown together to bust a smuggling operation.
THX 1138,"Drama, Sci-Fi, Thriller","In the 25th century, a time when people have designations instead of names, a man, THX 1138, and a woman, LUH 3417, rebel against their rigidly-controlled society."
Sisters,Comedy,Two sisters decide to throw one last house party before their parents sell their family home.
The Cabinet of Dr. Caligari,"Horror, Mystery, Thriller","Hypnotist Dr. Caligari uses a somnambulist, Cesare, to commit murders."
Jason X,"Action, Horror, Sci-Fi","Jason Voorhees is cryogenically frozen at the beginning of the 21st century, and is discovered in the 25th century and taken to space. He gets thawed, and begins stalking and killing the crew of the spaceship that's transporting him."
Alive,"Biography, Drama, Thriller","After crash-landing in the snowswept Andes, a Uruguayan rugby team have no choice but to turn to desperate measures in order to survive."
Bubba Ho-Tep,"Comedy, Fantasy, Horror","Elvis Presley and a black ""JFK"" stay in a nursing home where nothing happens - until a wayward Egyptian mummy comes and sucks out the old people's souls thru their anuses. The two decide to fight back."
Cannibal Holocaust,"Adventure, Horror","During a rescue mission into the Amazon rainforest, a professor stumbles across lost film shot by a missing documentary crew."
Police Academy 2: Their First Assignment,Comedy,When a new gang moves into town it's up to the screwball police team to stop them.
The Adventures of Robin Hood,"Action, Adventure, Romance","When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence in 1190s England, a Saxon lord fights back as the outlaw leader of a resistance movement."
Justice,"Action, Crime, Drama","After his wife is assaulted, a husband enlists the services of a vigilante group to help him settle the score. Then he discovers they want a 'favor' from him in return."
Blackhat,"Action, Crime, Thriller",A furloughed convict and his American and Chinese partners hunt a high-level cybercrime network from Chicago to Los Angeles to Hong Kong to Jakarta.
French Kiss,"Comedy, Drama, Romance",A woman flying to France to confront her straying fiance gets into trouble when the charming crook seated next to her uses her for smuggling.
The Grudge 2,"Horror, Thriller",Three interwoven stories about a terrible curse. A young woman encounters a malevolent supernatural force while searching for her missing sister in Tokyo; a mean high school prank goes horribly wrong; a woman with a deadly secret moves into a Chicago apartment building.
The Killer,"Action, Crime, Drama",A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.
The Flowers of War,"Drama, History, Romance","An American finds refuge during the 1937 Japanese invasion of Nanking in a church with a group of women. Posing as a priest, he attempts to lead the women to safety."
3-Iron,"Crime, Drama, Romance",A transient young man breaks into empty homes to partake of the vacationing residents' lives for a few days.
Departures,"Drama, Music",A newly unemployed cellist takes a job preparing the dead for funerals.
Frantic,"Crime, Drama, Mystery","In a hotel room in Paris, a doctor comes out of the shower and finds that his wife has disappeared. He soon finds himself caught up in a world of intrigue, espionage, gangsters, drugs and murder."
"Salò, or the 120 Days of Sodom",Drama,"In World War II Italy, four fascist libertines round up nine adolescent boys and girls and subject them to 120 days of physical, mental, and sexual torture."
The Piano Teacher,"Drama, Music",A young man romantically pursues his masochistic piano teacher.
The Fan,"Action, Drama, Sport",An all star baseball player becomes the unhealthy focus of a down on his luck salesman.
Hard Boiled,"Action, Crime, Thriller",A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.
DOA: Dead or Alive,"Action, Adventure, Mystery","The world's best fighters are invited to DOA, an invitational martial arts contest. There, four female rival fighters will have to work together to uncover the secret that the organizer of the tournament is trying to hide."
Fair Game,"Biography, Drama, Thriller",CIA operative Valerie Plame discovers her identity is allegedly leaked by the government as payback for an op-ed article her husband wrote criticizing the Bush administration.
In the Name of the King: A Dungeon Siege Tale,"Action, Adventure, Fantasy","A man named Farmer sets out to rescue his kidnapped wife and avenge the death of his son, two acts committed by the Krugs, a race of animal-warriors who are controlled by the evil Gallian."
Dinosaur,"Animation, Adventure, Drama",An orphaned dinosaur raised by lemurs joins an arduous trek to a sanctuary after a meteorite shower destroys his family home.
Don 2,"Action, Crime, Thriller","Don turns himself in and escapes with Vardhaan from prison, following which he recruits a team to steal currency printing plates from a bank in Berlin."
Breakdown,"Crime, Drama, Mystery",A man searches for his missing wife after his car breaks down in the middle of the desert.
Bad Words,"Comedy, Drama",A spelling bee loser sets out to exact revenge by finding a loophole and attempting to win as an adult.
"Aguirre, the Wrath of God","Action, Adventure, Biography","In the 16th century, the ruthless and insane Don Lope de Aguirre leads a Spanish expedition in search of El Dorado."
Weekend at Bernie's,"Adventure, Comedy, Crime","Two idiots try to pretend that their murdered employer is really alive, leading the hitman to attempt to track him down to finish him off."
A Man Apart,"Action, Crime, Drama",A man known as Diablo emerges to head a drug cartel after the previous leader is imprisoned.
After the Sunset,"Action, Comedy, Crime","The story of what happens after a master thief achieves his last big score, when the F.B.I. Agent who promised he'd capture him, is about to do just that."
11:14,"Comedy, Crime, Drama","The events leading up to an 11:14 p.m. car crash, from five very different perspectives."
Empire Records,"Comedy, Drama, Music",Twenty-four hours in the lives of the young employees at Empire Records when they all grow up and become young adults thanks to each other and the manager. They all face the store joining a chain store with strict rules.
Gomorrah,"Crime, Drama","Scampia Vele is the corbusian architecture which has become a stronghold for Mafia of Naples, Italy."
Dangerous Minds,"Biography, Drama",An ex-Marine turned teacher struggles to connect with her students in an inner city school.
Super Mario Bros.,"Adventure, Comedy, Family","Two Brooklyn plumbers, Mario and Luigi, must travel to another dimension to rescue a princess from the evil dictator King Koopa and stop him from taking over the world."
The Wedding Date,"Comedy, Romance","Single-girl anxiety causes Kat Ellis to hire a male escort to pose as her boyfriend at her sister's wedding. Her plan, an attempt to dupe her ex-fiancé, who dumped her a couple years prior, proves to be her undoing."
Nine Queens,"Crime, Drama, Thriller","Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"")."
