Title,Genre,Description
Shivam,"Action, Comedy, Romance            ",    The story of a boy (Ram) who wants to make his love life and marriage a success.
Rayudu,Family            ,"    Rayudu is a 1998 Indian Telugu film, directed by Ravi Raja Pinisetty and Produced by M. Mohan Babu. The film stars Mohan Babu, Soundarya, Rachana, Brahmanandam and Srinivasa Rao Kota in ...                See full summary »"
Lion,"Action, Drama            ",    A man wakes up from coma and finds himself in the middle of a conspiracy hatched by the corrupt Chief Minister of the state.
Pantham,Action            ,    Vikranth is a vigilante who has targeted 'Nayak Bhai' and his money. Who is Vikranth and what is his beef with Nayak forms the crux of the story.
Govindha Govindha,"Action, Crime, Drama            ","    A Tantric believes that by donating a virgin woman's head to gods crown, would bring down the universe to his feet. How the hero and heroine gets entangled in the underworld nexus, while rescuing the robbery, forms the crux of the plot."
Nippu,"Action, Comedy, Drama            ",    The story begins with Surya (Ravi Teja) who owns a gym center and he also has a good friend Sriram (Srikanth). Surya is in love with his friend's sister Meghna (Deeksha Seth) and after some...                See full summary »
Pasivadi Pranam,"Action, Drama, Thriller            ",    Madhu (Chiranjeevi) is a painter who becomes a drunkard since his wife is killed immediately after their marriage in an accident. He leads a careless life until a kid (Baby Sujitha) who is ...                See full summary »
Chanakya,"Action, Thriller            ",    Arjun aka Ramakrishna is a RAW marshall from Delhi who has a 100% success rate at nabbing terrorists. What happens when he makes enemies out of India's most wanted Ibrahim Qureshi and his son Sohail?
Kondaveeti Raja,"Action, Drama            ",nan
Jessie,"Horror, Thriller            ","    Set in an abandoned house, the film follows a team of professional ghost hunters trying to conduct a paranormal investigation to unveil the mystery of two sisters, Jessie and Amy, where Amy shows unusual mental and physical behaviour."
Ninu Veedani Needanu Nene,Comedy            ,    Ninu Veedani Needanu Nene is about a young man who gets mired in a dire situation and comes out successfully.
E,"Action, Drama, Thriller            ","    E along with his friend Tony (Karunas) carries out small crimes to earn money. E brought up in tough conditions, grows up as a tough, fearless and emotionless guy. Meanwhile; ...                See full summary »"
Ramayanam,History            ,"    The story dealt with Lord Rama and his retaliation over Ravana, in which all the characters played in the film were child artists"
Meeku Matrame Chepta,Comedy            ,"    Rakesh, in an effort to woo his fiance, has promised her that he is a teetotaler. But when a compromising video of his leaks just two days before his wedding, all hell breaks loose."
Jay Jay,Romance            ,    A different concept of destiny for a love story.
Naaga,Action            ,nan
Venkatadri Express,"Adventure, Comedy            ",    A simple train journey to Tirupathi goes horribly awry for Sundeep (Sundeep) and Prarthana (Rakul) after they miss boarding the Venkatadri Express.
Golkonda High School,"Drama, Family            ",    A school in financial trouble hires an ex-student with a chequered past to regain the glory of its once famous cricket program
Khaidi No. 786,"Action, Drama, Romance            ","    Gopi is an aspiring police constable and also a music master in a village. Radha is daughter of Arrogant Village head Surya Chandra Rao. Radha, in a fracas with Gopi, seeks revenge. But ...                See full summary »"
Morning Raga,"Drama, Music            ","    Morning Raga is about the meeting of worlds. It is a story that brings the modern and traditional together, unites the past with present, Carnatic music with Western music, as never before ...                See full summary »"
Hitler,"Action, Drama            ",    A protective and caring brother overcomes plethora of challenges to unite his family after understanding his father's side of story
Anjaneyulu,"Action, Comedy, Crime            ",    A news reporter joins a gang incognito to expose corrupt politicians as well as find out who killed his parents.
Khaidi Garu,Action            ,"    Khaidi Garu is a Indian Telugu film,directed by Om Sai Prakash and Produced by M Venkatadri Naidu and S Aadi Reddy. The film stars Mohan Babu, Krishnam Raju, Srihari and Laila in lead roles...                See full summary »"
Thimiru,Action            ,    A young medical student is plagued by local toughs and must fight to see justice done.
Loafer,"Action, Drama            ",    An evil father takes away his son from his wife and tries to corrupt the boy.
Collector Garu,"Action, Comedy, Drama            ","    With the help of a journalist, a honest district collector fights political corruption."
Tej I Love U,Romance            ,"    Tej, a youngster who's highly attached to his family, is banished from his home by his uncle (Peddananna). He then finds himself in London, where he falls in love with Nandini. After long ...                See full summary »"
Winner,"Action, Drama            ",    A man who is separated from his family as a child is replaced by an interloper.
Anveshana,"Mystery, Thriller            ",    The story of an Ornithologist and a Police investigator coming to a forest and trying to solve the mystery of a series of killings allegedly by a man-eating tiger.
Ism,Action            ,    Hackers and gangsters collide in this story about the fight against corruption.
Abhinetri,"Comedy, Horror            ",    The Telugu version of the trilingual horror-comedy wherein a husband finds out his wife is possessed. The Hindi version is Tutak Tutak Tutiya (2016) and the Tamil version is Devi(L) (2016)
Allari Ramudu,"Action, Comedy, Drama            ",nan
Devadasu,Romance            ,"    Devadas is the typical poor guy, while Bhanumati is a rich NRI girl whose father is the senator of New York. They fall in love when the girl comes to India to learn classical dance. Coming ...                See full summary »"
Kodama Simham,"Action, Adventure, Western            ",    Chiranjeevi has to get back the treasures hidden by his father by fighting the bad guys to release his mother from jail
April 1 Vidudala,"Comedy, Romance, Thriller            ",    A habitual liar and con-man tries to transform himself into a honest and truthful person to win the heart of his ladylove.
Lankeshwarudu,"Action, Drama            ",    An orphan grows to become a powerful gangster but faces challenges from within his gang as well as his police officer brother-in-law.
Kondaveeti Donga,"Action, Adventure, Drama            ","    Unable to tolerate the worries of the villagers, Raja takes aid of a fairy tale hero 'Kondaveeti Donga', transforms himself into one and sets out to save the people from an evil hypnotizer Kadra."
O Pitta Katha,"Drama, Thriller            ",    Two men fall deeply in love with the same woman but when she suddenly gets kidnapped they get involved in the case to rescue her.
Mutamestri,"Action, Drama            ",    The story of a vegetable market worker who rises to the state of a minister.
Subbu,Drama            ,nan
Pilla Nuvvu Leni Jeevitham,"Action, Drama, Romance            ",    Seenu(Sai Dharam Tej) falls in love with Shailu(Regina) and proposes to her but gets rejected every time.Twist in the tale arises when Seenu comes to know that Shailu is in danger posed by ...                See full summary »
Sri Ramulayya,Action            ,nan
Boss,Romance            ,"    Abandoned at birth at the Kasturba Annarthalay by her father, Gangulal, due to her gender, Anuradha grows up, and feels rejected when she is by-passed for adoption. When she grows up, she ...                See full summary »"
Anaganaga Oka Roju,"Action, Comedy, Drama            ",    Two runaway lovers are wanted both by the police and a bunch of crooks. Unknown to them they carry a powerful evidence that can expose a dirty political plot. The only person who can help ...                See full summary »
Raghavendra,"Action, Drama, Romance            ",    Raghavendra's life comes to a standstill when his lover is killed by a ruthless don and starts to live a reclusive life. However circumstances forces him to fight against the perpetrators who have ruined his life.
Kondaveeti Simhasanam,"Action, Drama            ",nan
Cinema Chupista Maava,Family            ,"    Kaththi(Raj Tarun) is a careless youth who spends his life without any goal. One fine day, he falls in love with a Bengali girl named Parineetha(Avika Gor) and her father has some conditions for him to marry her daughter."
Sri Jagadguru Adi Shankara,Drama            ,    The film is based on the life of 8th century philosopher Adi Shankara. The film is the sequel of the 2001 Telugu Devotional film Sri Manjunatha.
Hawaa,Crime            ,"    A Gripping Nightmarish Journey in Broad Daylight which revolves around 9 BRAINS, 9 CRIMES in 9 HOURS..!."
Toofan,Action            ,    ACP Vijay Khanna is transferred to Mumbai. He is assigned to an investigation that puts him face to face with the oil mafia.
Ongole Githa,"Action, Comedy            ",    White(Ram) enters the Chilli market yard in Ongole at the age of 12. Adikeshava (Prakash Raj) is the chairman of that Chilli yard. White comes to know of Adikeshava's real character and ...                See full summary »
Chukkallo Chandrudu,Drama            ,    A rich boy tries to identify the girl to marry from his 3 childhood friends.
Indrudu Chandrudu,"Comedy, Drama            ",    A corrupt mayor decides to live honest life.
Sankranthi,Drama            ,"    Raghavendra, Vishnu, Chinna, and Vamsi are brothers. Raghavendra and Anjali (Arti Agarwal) fall in love and they are relatives as well. They get engaged with the consent of parents. But ...                See full summary »"
Aa Okkati Adakku,Comedy            ,nan
Eeshwar,"Action, Drama            ",nan
Ratchakan,"Action, Romance            ","    Ajay, a short tempered young man falls in love with soniya daughter of a bigshot. Things take a turn for the worse when soniya's father puts a condition that Ajay has to control his temper for 3 months while working in his company."
Maruthu,"Action, Drama            ",    Maruthu is a rustic action entertainer where Vishal plays the role of a labourer. The story revolves around his relationship with his grandmother.
Yamudiki Mogudu,"Action, Comedy, Fantasy            ","    A man, who wrongfully dies before his time, is reincarnated in the body of a lookalike."
Police Police,Action            ,"    Srikanth (S.P Ranadheer) appears as the protagonist while Prithviraj Sukumaran (D.S.P) appears as the antagonist. Srikanth is a sincere cop who tries to remove the wrong doers, whereas ...                See full summary »"
Evvarikee Cheppoddu,Drama            ,"    Hari and Harathi are in love, but Harathi's father won't agree to their relationship because of their caste differences."
Sudigaadu,"Action, Comedy            ","    Join Shiva, a larger than life hero on a madcap journey to find his kidnapped parents and to capture a notorious criminal."
Rama Rama Krishna Krishna,"Action, Comedy, Drama            ",    After his wife's murder he give up Mumbai and goes to a village with his two sisters for their safety.
Geethanjali,"Comedy, Horror            ",    Filmmakers are haunted by a woman who committed suicide.
Padamati Sandhya Ragam,Romance            ,    The story of an Indian girl falling in love with an American in 80s USA.
Sri Manjunatha,"Drama, Family, History            ",    The story of the famous Saint-Poet Manjunatha.
Vennela,Romance            ,nan
Jaguar,Action            ,"    Krishna, a young medical student, strikes against corrupt figures of power as a vigilante and tries to decribes his father's injustice death while trying to win the love of his friend's sister as a college student."
Marshal,Action            ,"    Marshal is a medical crime thriller movie directed by Jai Raaja Singh and produced by Abhay Adaka. The movie cast includes Srikanth, Abhay, Megha Chowdhury and Rashmi are in the lead roles. Yaadagiri Varikuppala scored music."
Master,"Action, Drama            ","    A popular college professor is unable to find true happiness because of his dark past, but the persistence of love and justice ultimately win the day."
Maska,"Action, Comedy, Drama            ",    An unemployed slacker attempts to woo and marry a woman who is going to live abroad.
Assembly Rowdy,"Action, Drama            ",    An unemployed young man gets involved in local politics.
Mehbooba,"Action, Drama, Romance            ",    Mehbooba movie is a romantic love story in the backdrop of 1971 Indo-Pak war.
Sneham Kosam,"Action, Drama            ","    Prabhavati lives a wealthy lifestyle in India with her dad, mom, and elder sister, Rani. Rani is of marriageable age and her marriage is arranged with her mom's half-brother, but just after...                See full summary »"
Sindhu Bhairavi,Drama            ,"    The plot of the film revolves around the three lead characters J. K. Balaganapathi (JKB), Sindhamani aka Sindhu and Bhairavi. A Carnatic singer (JKB) at the peak of his career loses his ...                See full summary »"
Adhinayakudu,"Action, Drama            ",    A Grandson from a political family struggles to level up with his father and grandfather. Balakrishna plays all three roles in this film.
Lakshyam,"Action, Drama, Romance            ",    A tale of brotherhood and love .
Adavi Ramudu,"Action, Romance            ","    A poor man from a small village attends an urban college and wins the heart of a woman from a wealthy and powerful family. Her relatives disapprove. Eventually, the pair flee into the forest and are pursued by her angry family."
Kunti Puthrudu,Drama            ,nan
Mathangi,Horror            ,"    King Udayapandyan ruled some provinces of Tamil Nadu, 600 years ago. He fell in love with a huntress named Mathangi (Ramya Krishnan), married her and built her a bungalow near the forest. ...                See full summary »"
Brahma,Action            ,nan
Alludugaru,"Drama, Comedy            ","    Kalyani (Shobhana) is ditched by the man she loves when her father disinherits her from his property. However, she is forced to hire Vishnu (Mohan Babu), a thief to play her husband before ...                See full summary »"
Oka Chinna Viramam,Thriller            ,"    Deepak is a businessman immensely in love with his pregnant wife Sameera . But when his idea of raising profits for his business puts her in trouble, he teams up with Balu (Naveen Neni) and Maya to save her."
Nenu Lenu,Drama            ,"    Nenu Lenu is the story of Eeshwar (Harshit), an orphan who falls for Parvati's (Sri Padma) honesty in the first sight and convinces her to marry him after much effort. In time, a gang of ...                See full summary »"
Mrugaraaju,"Action, Adventure, Thriller            ","    Raju lives a poor lifestyle in rural India along with his parents. He meets with a wealthy city girl, both fall in love, and get married much to the chagrin of her father who decides to ...                See full summary »"
Bharani,"Action, Drama            ","    Bharani, a hot headed man, tries to peacefully resolve the conflict between the families, from the one which he belongs, and the one from which his lover belongs. But several circumstances force him to use his fist than his heart first."
Dil,"Action, Romance            ","    Seenu has enrolled at the same college attended by Nandini, the only daughter of a don. Seenu is angry when her father's men beat him just because they think the two are falling in love, but it also becomes a challenge to win Nandini."
Ullasanga Utsahanga,Romance            ,    A complicated love story between childhood friend BALAJI and only friend Arvind. Which one Dhana should choose to spend his entire life with?
Kedi,Action            ,"    Ramesh, nicknamed Rummy (Nagarjuna) loves his childhood friend Janaki, who asks him to become rich and powerful before marrying her. With this motive, Rummy starts gambling and becomes rich in no time."
Shock,Action            ,    A man takes revenge from two corrupt encounter specialist officers and a criminal lawyer for framing him as a maoist and for killing his wife and unborn child.
Jyo Achyutananda,"Comedy, Drama, Romance            ","    Achyut and Anand are brothers, Jyosthna is a tenant in their home. Both the brothers try impressing her."
Mithunam,"Drama, Family            ","    Wedded together for fifty years, knowing each other inside out, Appadaasu and Buchchi Laxmi fill their retired days with raw quarrels and ripe loves. Emotional entanglements enslave them to...                See full summary »"
Palasa 1978,"Action, Drama            ","    Mohan Rao and his elder brother face Pedda Shavukar and Chinna Shavukar, a political battle where low caste fights the high caste power."
Maro Charithra,"Drama, Romance            ",    Two lovers from differing cultural backgrounds are separated by their parents for one year in order to prove if their love is true.
Pelli Pustakam,"Comedy, Drama, Romance            ",    Newly married couple K. Krishnamurthy and Satyabhama to solve their financial problems they seek a job in a big company. As their boss would give job only to one member of a family. So the couple lies that they are unmarried and joins.
Boy,"Comedy, Drama            ",    A boy's story during the final days of his high school.
Yamaleela,"Comedy, Drama, Fantasy            ","    Yamaleela is the story of Suraj, a careless and aimless young man. He comes to know that he hails from a royal family and how his mother raised him after his father's death and the loss of ...                See full summary »"
Suryavamsam,Drama            ,    Bhanu Prasad is an illiterate. So he is not loved much by his father. Even a young woman refuses to marry him as he is an illiterate. Later he meets Swapna who teaches him everything and finally he wins his father's trust and love.
Kaakki Sattai,"Action, Comedy, Drama            ","    Murali is a young man obsessed with joining the police force. After being rejected several times, he is disillusioned and joins a smugglers' gang instead."
Ammoru,"Fantasy, Horror            ",    A goddess protects a girl from an evil magician and his family.
Ninnu Choodalani,Romance            ,    The twin cities sport two sweet shop giants in the form of Siva Reddy (K Vishwanath) and Sahadeva Reddy (Kaikala Satyanarayana). Venu (Jr. NTR) is the teenage grandson of Siva Reddy and ...                See full summary »
Premante Idera,"Romance, Drama            ","    City-based Murli along with several male friends attend a marriage ceremony of one of their friends in a small village community. They travel by train, and arrive there awaiting to see what...                See full summary »"
Devadasu,"Drama, Family, Musical            ","    Adapted from a popular Bengali novel, Devadasu narrates the story of a rich guy and poor girl separated by class system of India. Parvati is forcefully married off to a middle-aged rich man and Devadasu becomes a drunkard."
Ninaithale Inikkum,"Musical, Romance            ",    The movie revolves around a music troop who travel to Singapore for a performance and how their life takes a turn when they meet their love partner.
Jayam,"Action, Drama, Romance            ","    Jayam is a 2002 Telugu film produced and directed by Teja on Chitram Movies banner. Starring Nithiin, Sadha, and Gopichand in the lead roles and music composed by R. P. Patnaik.The story is...                See full summary »"
Mugguru,Comedy            ,nan
Ganesh,Romance            ,nan
Arjun Reddy,"Drama, Romance            ",    A thief falls in love and this changes his life.
Vangaveeti,"Action, Biography, Crime            ",    The life story of slain legislator Vangaveeti Mohan Ranga Rao who was assassinated during the NT Rama Rao regime in 1989.
Chandamama Kathalu,Drama            ,    Intertwining stories of people belonging to a cross section of society.
Chandamama,"Drama, Romance            ",    Mahalakshmi confesses to her fiance that whilst at school in city she fell in love with a boy who broke her heart. The fiance sets out to find the philandering boy to teach him a lesson and...                See full summary »
Rowdy Fellow,"Action, Romance            ","    An egoistic wealthy man becomes a cop to settle a score, but gets into a feud with a local politician."
Shirdi Sai,"Biography, Drama, Musical            ",    Biopic of shirdi sai baba.
Sisindri,"Comedy, Family            ",    Three bumbling criminals find it harder to keep hold of a baby after sucessfully kidnapping the baby for ransom.
Manasantha Nuvve,"Drama, Family, Romance            ","    A young man and a young girl who love each other, gets separated in their childhood. A lot of things happen later in their lives. But they get united finally."
Seetharamaiah Gari Manavaralu,Drama            ,"    Through family conflicts, separated daughter returns back to her father's hometown in an attempt to revive their family relationships."
Bhale Manchi Roju,"Action, Romance            ",    The story revolves around a guy who gets trapped in a situation where he is forced to kidnap a girl in order save his loved ones.
Devi Putrudu,"Drama, Fantasy            ",    Archeologist balaram doesn't believe in God and tries to find out the mystery of water torque in sea at ancient Dwaraka. Balaram believes that there is a mystery behind that's a strange ...                See full summary »
Super Duper,"Comedy, Thriller            ","    Two petty criminals end up kidnapping the wrong woman, and end up in a situation where they have to deal with a kingpin of a drug mafia."
Subhash Chandra Bose,"Action, Drama, History            ","    Amarchandra lives a poor lifestyle in British India along with his mom, dad, Baba Thakur, and a sister. His dad works as a guard with the British Army, which is commandeered locally by ...                See full summary »"
Hyderabad Blues 2,"Drama, Comedy            ","    Six years after they got married, Ashwini and Varun come across a new challenge which tests the integrity of their marriage."
Vijetha,"Drama, Family, Romance            ",    Chinnababu (Chiranjeevi) is an aspiring footballer who has a good heart. But his father does not support a career in football. Chinnababu loves a beautiful girl Priyadarshani (Bhanupriya) ...                See full summary »
Veera Bhoga Vasantha Rayalu,"Crime, Thriller            ","    A cop is pursuing a dangerous man who is behind the disappearance of a flight with innocent passengers, and orphan girls. Will he be nabbed?"
Tik Tik Tik,"Crime, Mystery, Thriller            ",    A fashion photographer gets embroiled in a series of grisly murders
Detective Naarada,"Comedy, Drama, Thriller            ",nan
Kalyana Vaibhogame,"Comedy, Drama            ","    Shourya (Naga Shourya) is a gaming software professional in Hyderabad. He is just 23 years old but his parents want him to get married before his aging grandmother dies. He wants freedom, ...                See full summary »"
Heza,Drama            ,    A musician and his wife are haunted by an evil eye hex witch who tries to find her source for mortal life through them. The protagonist slums into unrest to escape from the demonic witch's grave peal.
Narthanasala,"Drama, Musical            ",    This film deals with the Virata Parvam (Book of Virata) of the epic Mahabharatam dictated by Vyasa Maharshi.
Nenunnanu,Action            ,nan
Ganesh,"Action, Drama, Thriller            ","    Ganesh (Venkatesh) loses his father, sister and his friend who is also a journalist, due to the corrupt politicians. He takes revenge on the corrupt system."
Veedevadandi Babu,Comedy            ,nan
Sirivennela,"Family, Musical            ","    Sirivennela is a 1986 Indian Telugu film, directed by K. Vishwanath and Produced by Ch. Ramakrishna Reddy, N. Bhaskara Reddy and Ujjuri Chinaveerraju. The film stars Suhasini, Sarvadaman ...                See full summary »"
Routine Love Story,"Comedy, Romance            ",    Sanju (Sundeep Kishan) is a college going student who falls for a girl Tanvi (Regina Cassandra) at first sight. They get along over a period of time but unsure of the advancing in their ...                See full summary »
Intlo Illalu Vantaintlo Priyuralu,"Comedy, Family            ","    Sriram (Venkatesh) and Seeta (Soundarya) have no children even after three years of marriage life. Sriram comes to know through the doctor that his wife cannot bear children, he is not ...                See full summary »"
Guna 369,"Action, Drama            ",    Guna (Karthikeya) is a happy-go-lucky guy who believes the solution to solving issues is not through violence but through compromise. But what happens when he's forced to the extremes by someone close to him?
Anandam,Romance            ,"    Kiran (Akash) and Aishwarya (Rekha) are neighbors for 20 years in Hyderabad. They study in the same college and immensely hate each other. Rekha's parents shift to Ooty. In Ooty house, ...                See full summary »"
Masala,"Action, Comedy            ",    Balaram (Venkatesh) is a good hearted strongman of the village of Bheemarajapuram. He treats everyone with fairness and takes care of their needs. But there is one thing that Balaram cannot...                See full summary »
Entha Manchivaadavuraa,"Action, Drama            ","    Balu loses both of his parents in his childhood and he grows up as an orphan. Because of this, he starts an organization named ""All Is Well"" to supply emotions to the needy."
Ruler,"Action, Drama            ","    Bhumika and Vedhika are trying hard to remind Balayya of his past. In the process, they take him to the villain's residence and asks to fight with him. Now, time for yet another fight"
Om Namo Venkatesaya,"Biography, Fantasy            ",    The life of Hathiram Baba is chronicled in this devotional biopic.
Gundello Godari,"Adventure, Drama, Romance            ","    Gundello Godari is about a newlywed couple who are forced to battle it out against a devastating flood of the River Godavari. They lose all hope of survival, so they decide to narrate the ...                See full summary »"
Rowdy Gari Pellam,Drama            ,    A criminal decides to redeem himself after marriage but his former boss resents this.
Paper Boy,Romance            ,    The film is a rom-com which explores the life of a young paperboy.
Mister,Drama            ,"    Chai lives in Spain with his family where he meets and falls in love with Meera. Chai's fate takes a turn when he travels to India and meets Chandramukhi, who falls for him."
Raju Gari Gadhi,Horror            ,    There is a haunted house in Nandigama. Dead bodies of 34 people resurface in house's well over a period of time. A TV channel plans to host a reality show in that haunted house.
Thodarum,"Drama, Romance            ","    Family and personal life is messed up for a cool dude, when suddenly his possessive wife doubts/links up a relationship with a girl from his office."
Allari Mogudu,"Drama, Comedy            ",nan
Nirnayam,"Action, Comedy, Drama            ",nan
Dharma Bhai,"Action, Drama            ","    Teja, a software engineer's plans to take down corruption are inspired by real-life incidents that took place in 2014 at Kukapally, Hyderabad."
Software Sudheer,Drama            ,"    Chandu and Swathi are Software engineers. Chandu is an average guy who never misses an opportunity to impress Swathi. Once Swathi recognizes Chandu's honesty and innocence, the affair ...                See full summary »"
Bhageeratha,"Action, Drama            ",    Krishna Lanka is an island in Godavari districts. The only way of commuting to that island is by boats. Lots of people die due to bad whether conditions while they travel. Krishna Lanka's ...                See full summary »
Azaad,"Action, Drama            ","    Anjali is a Journalist, who lives a middle-class lifestyle along with her widower dad in Hyderabad, Andhra Pradesh. One day while traveling by State Transport bus along with her dad and her...                See full summary »"
Minugurulu,"Drama, Family            ","    Raju a 13 year old child passionate about films who always wanted to be a filmmaker become blind in an accident. Drunkard and irresponsible father puts Raju in a blind orphanage,claiming ...                See full summary »"
Raaja Paarvai,"Drama, Romance            ",    The story is about a blind violinist who falls in love with a rich girl and ends up facing many difficulties.
Vijayendra Varama,"Action, Thriller            ","    A man(Balakrishna) living in a village with a wife(Laya) and a child finds out that he is good at combative skills. After learning that he has amnesia, he goes in his search to find his identity and his past."
Mogudu,Drama            ,"    A couple truly in love get married. On the day of marriage just after the ritual due to a stupid reason an argument sparks, egoes crash which turns into violence. The couple separates. How they finally unite is rest of the movie."
Jayam Manadera,Drama            ,    Abhiram is a fun loving guy staying with his parents in London. 8 people won the contest of an opportunity to tour Europe. Uma is one of them. Abhiram likes Uma and acts as a tour companion for them during their stay in Europe.
Oxygen,"Action, Thriller            ","    Krishna arrives in India to get married to Shruti, but when Krishna saves her father from an attack, it is revealed he has a hidden agenda."
Athaku Yamudu Ammayiki Mogudu,"Action, Comedy, Drama            ","    After a poor man marries a rich woman, he has to contend with his rich, arrogant mother-in-law."
Sindhooram,"Action, Drama, Romance            ",    A young man in a village who wants to become a police officer ends up becoming a terrorist due to being framed.
Bezawada,"Action, Crime            ","    A man vows to avenge the death of his brothers, after they killed by a goon, who is also an aspiring politician. How he avenges forms the rest of the story of this violent saga set in a land of bloodshed and wars."
Satyam,Romance            ,"    Despite his best intentions, Satyam, an aspiring songwriter, is misunderstood by his family and his love interest, Ankita."
Avunu Valliddaru Ishtapaddaru,"Comedy, Romance, Drama            ",nan
Baladoor,"Action, Comedy            ","    Chanti respects his uncle Rama Krishna more than his father Purshrotam. Rama Krishna has enmity with Umapathi because of something that happened 20 years ago. Later, Chanti is kicked out of...                See full summary »"
2 Hours Love,Romance            ,    Story of a couple in a contractual relationship where they meet only for 2 hours a day and behave like strangers during other times.
Sakalakala Vallavan,"Action, Comedy, Romance            ","    A young agriculturist Velu (Kamal Hassan) goes to extremes to attain revenge against his devious landlord and her family. He is an upright young man, but when his family gets cheated out of...                See full summary »"
MLA,"Action, Drama            ",    An intelligent youngster is faced with a situation to win in the state legislative assembly elections in order to win the approval of his father-in-law.
Appula Appa Rao,Comedy            ,nan
Radha,"Action, Comedy, Romance            ",    A romantic drama starring Sharwanand and Lavanya Tripathi.
Ladies Tailor,Comedy            ,"    In the Godavari delta, a tailor specializing in bodices for women begins a quest for the ideal bride, guided by a soothsayer's prediction that the woman will have a birthmark on her right thigh."
Abhilasha,Thriller            ,"    A young lawyer strives to remove the death sentence from the judicial system. With support from his mentor, he devises an ingenious plan. When the plan goes terribly wrong halfway through, he has to race against time to save his own life."
Srimannarayana,Drama            ,"    A journalist fights crime, while getting revenge for his father's death."
Katha Screenplay Darsakatvam: Appalaraju,Comedy            ,    An aspiring director gets his chance to direct his dream project only to get his project changed by the film crew from an emotional drama to a comedy one.
Chandralekha,"Comedy, Romance            ",    Seetha Rama Rao leads a tumultuous financial life until his world is turned upside down after pulling the beautiful Chandra from a car wreck. When Chandra's parents show up to the hospital ...                See full summary »
Maharadhi,Action            ,    A common man and his Handicap Sister struggles in the modern world. How they are gonna fight them back is all story about.
Speedunnodu,"Comedy, Romance            ",    Speedunnodu is a remake of the Tamil hit film - Sundarapandian. The film is a romantic comedy about a young man and the girl he is trying to woo for his friend.
Subhalekha,"Family, Drama, Musical            ",nan
Asura,"Action, Drama            ",    The story deals with the ego between a jailor(cop) and the prisoner who is subjected to death.
Palnati Brahmanayudu,"Action, Drama            ",    The Saga of a village where the ancient religious commandments are believed. A man(Balakrishna) fulfills his destiny to bring justice to his village.
@ Nartanasala,Drama            ,"    Naga Shourya is a young man who always wants women to be independent in life. In this process, he solves a girl called Manasa's problems and falls in love during the course of time. Just ...                See full summary »"
Nuvvu Nenu,Romance            ,nan
Rowdy Mogudu,Drama            ,nan
Vijetha,Drama            ,    Srinivasa Rao (Murli Sharma) does his best to give his children everything they seek and fulfil even the smallest of their desires. His son Ram (Kalyaan Dhev) grows up oblivious to all the ...                See full summary »
Ravoyi Chandamama,"Drama, Romance            ",nan
Dream,"Action, Crime, Mystery            ",    Dream is a journey into the mind of the protagonist. All the puzzles faced by the protagonist are experienced by the audience.
Preminchukundam Raa,Romance            ,    The story of two lovers who overcome all the hurdles to get united.
Vasantham,"Drama, Romance            ",    The story revolves around two friends who overcome the problems in their personal marriage lives with their friendship.
Chanti,"Drama, Romance            ","    When an astrologer predicts that Nandini would marry a person of her choice, her possessive brothers decide to guard her. Can they stop her from marrying the person of her choice ?"
Bobbili Raja,"Action, Romance            ","    Raja after knowing his true identity, teaches a lesson to his enemies."
Kataka,"Horror, Thriller            ",    Kumar who works in a city as school teacher is fed up of the city life and plans to come back to his native and fulfill his dream of starting a school which will offer a stress less ...                See full summary »
Dongala Mutha,"Action, Crime, Thriller            ",    3 people try to escape from the captivity of a group of kidnappers.
Chitemma Mogudu,Comedy            ,"    The young village girl Chitti (Divya Bharti) is a bubbly and fun-loving childwoman. She is enjoying life with her young group of friends consisting of three younger boys. One day, while ...                See full summary »"
Subha Sankalpam,"Drama, Musical            ","    While trying to protect his master's treasure,a young man loses his family.Moved by his gesture,the master adopts the man's young son and also leaves behind a share of his property for them"
Maa Inti Katha,Family            ,nan
W/o Ram,Thriller            ,"    Deeksha, wife of Ram takes it in her own hands to find her husband's murderer when police refused to help her."
James Bond,"Action, Comedy            ","    A down-to-earth software employee marries a lady without knowing about her past and criminal activities. Halfway through his marriage, he finds out her background and decides to run away, but ultimately comes to terms with his problems."
Padmavyuham,Action            ,"    Soori gets Lakshmi, who is on the run, married to her lover. However, when he later learns that Lakshmi has been raped and murdered by the cruel landlord Jagannath, he sets out to avenge her death."
Avunu,"Horror, Thriller            ","    The spirit of a serial rapist who's body is chopped into tiny pieces, mixed into concrete that's used to build a house, haunts it and terrorises the newly weds who move in there."
Veerabhadra,Action            ,"    Shamsher Singh is smuggler for many years, has a good heart, is known to the police, and lives with his grandmother, an alcoholic father; a photographer brother and his wife; and a sister. ...                See full summary »"
Iddaru Mitrulu,"Drama, Musical            ",    The Story is about two childhood friends Vijay and Anitha facing problems in their marriages because of their friendship.
Singham123,"Action, Comedy            ","    In a village called Singarayakonda, ruled by a self-proclaimed king and mafia-lord, Lingham, seductive supercop Singham123 is assigned the mission impossible: to arrest Lingham. Will Singham 123 be successful in completing the mission?"
Anaamika,Thriller            ,"    Anaamika, a Tamilian Brahmin desperately meandering through the busy streets of Hyderabad in search for her husband. Saarthi, a confident and supportive cop helps Anaamika reach her goals."
Sasirekha Parinayam,Romance            ,"    A girl (Genelia de Souza) who runs away from home on the day of her wedding she was made aware of, on the day it was supposed to happen - runs into a handsome 'stranger' (Tarun), slowly ...                See full summary »"
Bendu Apparao RMP,Comedy            ,nan
